"system.index","X","Y","aadt","cntr","cveh2011_1k","cveh2011_10k","cveh2011_100k","cveh2011_12k","cveh2011_15k","cveh2011_150k","cveh2011_20k","cveh2011_200k","cveh2011_25k","cveh2011_30k","cveh2011_45k","cveh2011_5k","cveh2011_50k","cveh2011_75k","cveh2011_8k","elevation","highway_100","highway_200","highway_300","highway_400","highway_50","highway_500","imd_2012_100","imd_2012_1k","imd_2012_10k","imd_2012_1200","imd_2012_1500","imd_2012_1800","imd_2012_200","imd_2012_2k","imd_2012_2500","imd_2012_300","imd_2012_3500","imd_2012_400","imd_2012_4k","imd_2012_500","imd_2012_5k","imd_2012_600","imd_2012_6k","imd_2012_700","imd_2012_7k","imd_2012_800","imd_2012_8k","lane_10_primary","lane_10_residential","lane_10_unclassified","lane_20_highway","maxv_10_primary","maxv_10_residential","maxv_10_unclassified","maxv_20_highway","method","pcar2011_1k","pcar2011_10k","pcar2011_100k","pcar2011_12k","pcar2011_15k","pcar2011_150k","pcar2011_20k","pcar2011_200k","pcar2011_25k","pcar2011_30k","pcar2011_45k","pcar2011_5k","pcar2011_50k","pcar2011_75k","pcar2011_8k","pop2011","pop2011_1k","pop2011_10k","pop2011_100k","pop2011_12k","pop2011_15k","pop2011_150k","pop2011_20k","pop2011_200k","pop2011_25k","pop2011_30k","pop2011_45k","pop2011_5k","pop2011_50k","pop2011_75k","pop2011_8k","primary_100","primary_200","primary_300","primary_400","primary_50","primary_500","res_2012_100","res_2012_1k","res_2012_10k","res_2012_1200","res_2012_1500","res_2012_1800","res_2012_200","res_2012_2k","res_2012_2500","res_2012_300","res_2012_3500","res_2012_400","res_2012_4k","res_2012_500","res_2012_5k","res_2012_600","res_2012_6k","res_2012_700","res_2012_7k","res_2012_800","res_2012_8k","slope","unclassified_100","unclassified_200","unclassified_300","unclassified_400","unclassified_50","unclassified_500","year",".geo","lane_10_localA","maxv_10_localA","localA_50","localA_100","localA_200","localA_300","localA_400","localA_500","residential_50","residential_100","residential_200","residential_300","residential_400","residential_500","road_tag","area_type"
"00000000000000000b22_0",4557632.5,2298722.5,25737,"IT",416,4336,245024,7205,11461,497977,22768,952834,30009,36935,67223,1842,82808,148766,3046,48,389.65335,808.2497,1166.0159,1599.6636,174.69228,2038.6744,0,54,879,68,95,135,0,161,215,1,272,1,291,2,325,8,369,18,469,30,633,0,0,0,2,0,0,0,90,"Automatic counter",3140,32655,1845061,54261,86307,3756906,171450,7210763,225978,278126,506198,13874,623559,1120231,22943,552,5024,52249,2976200,86819,138092,6066081,274320,11715108,361566,445003,832443,22199,1021796,1816471,36710,0,0,0,0,0,0,0,65,993,84,128,180,0,215,303,3,368,6,416,10,460,17,531,28,596,42,697,2.8715427,0,0,0,0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.932001394423894,43.75609704419114]}",0,0,0,0,0,0,0,0,0,0,463.58456,594.255,712.5677,1143.5946,"highway","urban"
"00000000000000002046_0",3407022.5,3758007.5,2517,"UK",0,1253,224552,1521,3502,294575,9610,423830,11552,16315,77207,186,95445,170327,503,161,0,0,0,0,0,0,0,0,374,0,0,1,0,6,26,0,66,0,67,0,79,0,106,0,137,0,209,2,0,0,0,96,0,0,0,"Manual count",4,9242,1655658,11221,25823,2171942,70855,3120724,85177,120294,569258,1372,703735,1255844,3714,0,9,18709,3351536,22716,52275,4396696,143433,6338737,172424,243512,1152346,2778,1424566,2542195,7519,175.21606,376.67743,580.27527,785.4653,125.107445,991.5617,0,0,903,0,0,0,0,0,3,0,37,0,49,0,81,0,128,0,294,0,522,5.0561433,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.7884097760295115,56.075151901202126]}",0,0,0,0,0,132.50069,412.54205,655.3303,0,0,0,0,0,0,"primary","rural"
"00000000000000002a0d_0",3651947.5,3172782.5,237,"UK",172,10276,1160792,15638,28305,1561488,53280,2197123,77237,117666,463099,1828,593386,970945,5696,116,0,0,0,607.781,0,876.06055,0,18,1619,26,47,66,0,76,92,0,128,0,149,2,244,3,414,5,683,10,931,0,1,0,0,0,0,0,0,"Manual count",1271,75771,8558059,115307,208699,11320464,392841,15454252,569480,867568,3414491,13484,4375117,7158914,41999,249,2574,153383,17324061,233416,422469,22932785,795226,31326760,1152795,1756212,6911927,27296,8856513,14491730,85019,0,0,0,0,0,0,0,56,3458,68,77,88,0,102,130,0,236,0,279,3,514,8,928,17,1467,29,2120,2.7200952,0,95,220,320,0,415,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.3815272061561419,51.268823652751045]}",0,0,0,0,0,0,0,0,99.407166,190.98999,389.15942,607.7256,1136.171,1939.9644,"residential","urban"
"00000000000000001722_0",3749442.5,3294687.5,12917,"UK",339,3565,149231,6565,9710,576202,14993,1708827,20375,33606,49732,1184,56649,97416,1641,3,0,0.54416895,521.20886,761.10144,0,998.3158,1,36,492,43,55,79,5,95,118,8,147,11,162,16,176,20,187,23,199,27,225,0,0,0,0,0,0,0,0,"Manual count",2500,26287,1100304,48410,71597,4248419,110551,12423733,150229,247784,366684,8733,417683,718263,12104,1626,5062,53213,2227338,97996,144935,8600040,223788,25200073,304109,501588,742277,17679,845513,1453974,24503,0,0,0,0,0,0,5,91,1405,116,171,256,12,311,390,19,411,26,411,37,439,47,472,54,480,65,562,0.57394665,0,0,20,50,0,75,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.569007619364921,52.46303413552001]}",2,48,118.783455,202.05988,387.1845,540.93933,1055.0968,1423.2981,76.082,210.81186,885.94604,1675.212,3076.3877,3545.3574,"localA","urban"
"00000000000000000724_0",3472742.5,2367312.5,16687,"FR",12,4953,172697,5279,6300,455939,8048,746786,10364,12785,24243,943,29730,77794,3700,90,427.1917,779,1155.9337,1564.8726,226.15977,2068.351,0,7,1127,8,9,11,0,13,22,1,31,2,68,4,232,6,489,6,695,7,883,0,0,0,2,0,0,0,110,"Automatic counter",59,23924,834112,25499,30433,2137302,38876,3479376,50062,61753,117094,4555,143598,375748,17874,73,123,49533,1726759,52793,63009,4423971,80490,7214771,103649,127855,242431,9431,297306,777947,37007,0,0,0,0,0,90.125336,1,37,2289,37,37,50,2,81,160,9,170,19,257,29,637,35,1022,37,1382,37,1762,2.0191944,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.5688868632685671,43.8757974169802]}",0,0,0,0,0,0,0,0,75.41554,175.9696,430.57904,1742.583,2731.0173,3609.2952,"highway","urban"
"00000000000000000e57_0",3724732.5,3324872.5,1916,"UK",9,5938,192309,10370,19242,601481,23850,1770338,29495,35291,52768,1209,63246,108093,2886,13,0,0,0,0,0,0,0,0,866,1,2,8,0,11,15,0,54,0,82,0,149,0,221,0,318,0,412,0,0,0,0,0,0,0,0,"Manual count",69,43781,1417921,76460,141877,4434802,175855,13049961,217477,260208,389068,8915,466327,796986,21280,13,140,88627,2870287,154778,287201,8977333,355983,26417187,440238,526738,787589,18047,943982,1613332,43078,156.82726,389.33096,626.23566,803.39856,0,1021.19666,0,0,2054,0,0,0,0,0,0,0,79,0,168,0,378,0,594,0,856,0,1113,2.3126643,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.1535551684125747,52.7057593217551]}",2,96,85.737076,198.82579,514.21204,895.6155,1151.547,1395.7859,0,0,0,0,248.608,249.69048,"localA","rural"
"00000000000000001259_0",3600322.5,3210192.5,2099,"UK",738,67586,1370724,91334,148384,1930126,247464,2483440,390377,526229,799705,22216,837052,1074908,42501,33,0,0,0,0,0,0,0,51,9474,75,167,271,3,348,584,6,1248,10,1818,16,2931,22,3739,26,4689,33,6059,0,1,1,0,0,0,0,0,"Manual count",5442,498327,10106537,673422,1094057,14231080,1824586,18190257,2878303,3879960,5896332,163805,6171698,7925446,313368,703,11018,1008760,20458578,1363203,2214691,28807855,3693494,36832933,5826525,7854171,11935896,331590,12493317,16043413,634350,0,0,0,0,0,0,5,105,15460,155,308,483,11,624,1087,19,2251,29,3070,42,4818,52,6227,60,7958,70,9848,0.286939,55,100,145,175,30,210,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.4279107652272293,51.537888321148905]}",0,0,0,0,0,0,0,0,44.546555,104.73277,621.1866,1339.3452,2929.9133,4669.835,"residential","urban"
"0000000000000000128f_0",3583957.5,3669372.5,771,"UK",0,346,159509,405,503,368852,1173,650589,2170,3146,6813,73,11332,81499,304,44,0,0,0,0,0,0,0,0,160,2,3,5,0,6,7,0,20,0,24,0,49,0,108,0,118,0,140,0,0,0,0,0,0,0,0,"Manual count",6,2556,1176084,2991,3712,2719597,8649,4796882,16005,23201,50237,539,83554,600903,2241,0,14,5175,2380738,6056,7516,5505311,17509,9710340,32400,46966,101695,1093,169139,1216403,4538,0,0,0,0,0,0,0,0,247,0,0,0,0,0,1,0,30,0,30,0,59,0,177,0,186,0,238,2.090566,0,0,135,310,0,440,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.742440866997977,55.58617790696743]}",2,96,125.329834,225.84584,408.03015,706.60986,920.4443,1135.7866,0,0,0,0,0,0,"localA","rural"
"00000000000000002666_0",3469947.5,3641117.5,496,"UK",13,689,227506,1151,2658,476860,4299,961595,5418,6020,13117,204,16603,44707,592,53,0,0,0,0,0,0,0,0,287,1,1,2,0,2,6,0,53,0,81,0,105,0,140,0,227,0,256,0,0,0,0,0,0,0,0,"Manual count",96,5086,1677434,8489,19599,3515959,31704,7089973,39953,44386,96718,1506,122419,329635,4365,165,195,10296,3395616,17185,39676,7201604,64179,14436518,80877,89851,195786,3049,247813,667279,8838,0,0,0,0,0,0,0,0,287,0,0,0,0,0,7,0,65,0,81,0,81,0,97,0,240,0,287,0.28749058,0,0,80,220,0,315,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4361404493227683,55.158421358651815]}",2,96,104.59696,177.48274,403.04834,615.06287,802.6608,1043.0383,0,0,17.65715,154.12491,253.86298,253.86296,"localA","rural"
"000000000000000009b3_0",4617192.5,2141787.5,7330,"IT",68,1023,378584,1533,3211,785023,5626,1274511,8246,13313,41202,423,53133,149575,669,878,0,0,0,0,0,0,0,7,409,13,26,29,0,29,31,0,53,1,87,2,130,3,168,4,206,5,236,2,0,0,0,90,0,0,0,"Automatic counter",516,7707,2850788,11545,24179,5911324,42370,9597227,62098,100254,310257,3187,400100,1126321,5038,0,826,12332,4561262,18473,38687,9458555,67792,15360416,99358,160407,496412,5100,640160,1802114,8061,204.35367,379.3864,593.5603,807.0541,87.58015,1032.479,0,7,315,18,41,45,0,45,45,0,79,0,149,0,201,0,210,0,210,1,210,4.7794476,0,0,0,0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.582305515286826,42.31757579448892]}",0,0,0,0,0,0,25.01834,531.681486,26.164259,169.56151,384.45612,542.1651,673.796,758.4393,"primary","rural"
"0000000000000000115c_0",3541672.5,3262842.5,2202,"UK",39,1591,1193432,3061,6755,2257922,17569,3027239,30369,38536,89401,306,135329,493861,731,144,0,0,0,0,0,0,0,4,443,7,11,12,0,12,14,0,33,0,44,0,59,0,84,0,101,0,159,0,0,0,0,0,0,0,0,"Manual count",291,11735,8799335,22571,49808,16647964,129542,22320242,223920,284132,659168,2258,997805,3641309,5391,35,590,23756,17812421,45692,100827,33700332,262232,45182677,453281,575167,1334349,4572,2019850,7371072,10914,0,0,0,0,0,0,0,27,725,42,60,63,0,63,63,0,63,2,63,4,122,6,159,9,161,13,272,0.90726703,0,0,0,0,0,30,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.3824358816405093,51.92640967036697]}",2,96,125.07298,225.20692,401.55847,605.2036,824.7934,1036.8893,0,0,0,0,0,106.23135,"localA","rural"
"00000000000000000180_0",4293557.5,3137782.5,70005,"DE",67,6702,178970,9450,12572,564701,16410,1259082,19065,23740,41341,714,46424,92622,3793,305,464.76596,831.0492,1264.5825,1772.2771,207.4351,2173.2554,1,26,3393,40,57,60,3,63,89,5,167,6,190,6,319,8,641,12,1146,16,1974,0,0,0,3,0,0,0,120,"Automatic counter",943,94186,2515001,132799,176673,7935541,230610,17693418,267918,333617,580963,10039,652389,1301594,53301,23,1766,176379,4709740,248689,330850,14860564,431854,33133742,501720,624751,1087946,18800,1221703,2437442,99816,0,0,0,0,0,0,0,44,4808,74,128,137,0,140,202,0,324,0,341,1,573,6,1223,12,1872,20,2919,1.74311,15,105,160,165,0,165,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.606094437129672,51.350254732115985]}",0,0,0,0,0,179.63461,454.97562,949.6553,0,0,0,130.06439,228.2927,540.96295,"highway","urban"
"0000000000000000136b_0",3511312.5,3224522.5,1103,"UK",399,14152,840301,15350,17444,2015452,20076,2544239,25926,34136,92096,5926,128321,351561,11295,110,0,0,0,0,0,24.25862,2,61,2676,77,117,156,3,190,299,8,556,14,726,22,1206,29,1624,34,1948,40,2284,0,1,0,0,0,0,0,0,"Manual count",2947,104349,6195655,113180,128619,14860200,148023,18759018,191159,251691,679043,43700,946130,2592108,83283,2301,5967,211233,12541812,229111,260364,30081377,299643,37973722,386962,509497,1374581,88462,1915244,5247183,168591,0,762.1239,1364.6066,1809.434,0,2248.74,5,146,4435,172,224,306,13,400,712,29,1192,46,1419,69,1925,87,2489,102,2910,118,3586,1.8376812,0,0,60,260,0,290,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.729662258795052,51.543896157335546]}",0,0,0,0,9.063438,314.0746,653.0124,834.2345,237.80768,525.93225,1693.1,3292.2954,6017.228,8889.907,"residential","urban"
"00000000000000001aae_0",3414722.5,3150247.5,4490,"UK",11,1362,322234,2794,4498,607719,6402,1081638,9865,14487,54047,537,60508,132902,1105,87,312.89322,621.71643,915.9115,1229.5178,127.08815,1537.7141,1,10,294,15,25,32,2,41,63,2,93,3,99,3,115,4,122,5,154,6,239,2,0,0,2,96,0,0,96,"Manual count",82,10049,2375877,20603,33165,4476533,47208,7921340,72740,106816,398502,3961,446138,979910,8154,56,168,20343,4809469,41707,67137,9062182,95564,16039807,147248,216228,806686,8019,903115,1983624,16507,261.8169,373.88037,457.0119,571.08527,111.48035,674.302,3,52,676,66,97,124,8,152,212,13,344,17,370,20,407,25,407,30,452,37,613,7.538612,0,10,40,40,0,40,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.915889601758576,50.7413088783658]}",0,0,0,0,129.73203,243.68602,355.2605,441.08075,0,134.48885,233.0687,233.06871,233.06871,233.06871,"highway","urban"
"0000000000000000261f_0",3564532.5,3427772.5,616,"UK",1211,42996,1012760,51226,62881,1585456,80678,2003215,103180,122608,255408,13761,346363,701686,32775,110,0,0,0,0,0,0,1,81,6708,120,237,381,5,488,738,9,1420,13,1828,18,2730,26,3624,34,4537,47,5348,0,1,0,0,0,32,0,0,"Manual count",8935,317020,7467217,377698,463635,11689781,594852,14769975,760760,904012,1883160,101468,2553786,5173626,241654,4104,18089,641742,15115825,764571,938533,23663525,1204154,29898736,1540001,1829985,3812066,205402,5169609,10472928,489180,0,0,0,0,0,0,5,177,12003,244,385,526,12,603,816,21,1597,30,2133,42,3437,60,5052,79,6816,106,8758,3.0467389,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.4317746221945433,53.419605152206046]}",0,0,0,0,18.618774,777.02423,1066.9974,1281.8024,122.262985,298.10907,1254.6383,2320.321,3956.022,5732.5312,"residential","urban"
"00000000000000000e92_0",3719577.5,3237892.5,4937,"UK",266,5214,553026,6124,12092,1371711,25285,2070228,34287,39205,57907,1608,65709,187476,2169,21,0,0,0,0,0,0,0,30,1046,38,50,63,2,78,128,5,215,8,231,12,276,15,293,17,541,21,676,0,0,0,0,0,0,0,0,"Manual count",1967,38443,4077539,45153,89159,9946646,186435,14547447,252803,289068,426957,11861,484482,1382288,15997,811,3982,77821,8254129,91404,180485,20152675,377399,29481966,511747,585158,864286,24011,980733,2798154,32384,0,0,0,0,0,0,2,87,2007,106,133,163,5,193,273,14,370,23,409,38,527,47,549,55,550,63,772,1.1834146,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.2330266182799874,51.925090851251895]}",2,48,86.029205,192.30579,424.60953,613.6933,847.36804,1533.9014,0,32.25701,558.41656,1613.1633,3061.5146,4305.7324,"localA","urban"
"00000000000000000aeb_0",4333477.5,2414182.5,23202,"IT",39,5215,610983,7455,17452,1602824,27849,2175159,34521,43399,96167,1621,112130,260352,2873,65,0,0,0,0,0,0,0,15,1376,18,31,40,2,43,66,2,157,3,227,4,435,6,581,8,817,10,985,2,0,0,0,50,0,0,0,"Automatic counter",295,39272,4600779,56138,131421,12079078,209707,16444029,259950,326804,724149,12208,844358,1960483,21638,47,473,62836,7361286,89822,210275,19316787,335532,26342572,415921,522887,1158639,19533,1350973,3136773,34621,188.22333,403.58813,695.72375,1025.5253,96.90367,1251.5156,0,0,1050,0,0,0,0,0,16,0,137,0,231,0,439,0,499,0,512,0,642,0.40560484,0,15,90,140,0,190,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.15752203712637,44.83896945180341]}",0,0,0,0,0,0,136.72693,263.80972,0,0,0,0,417.65503,427.7935,"primary","rural"
"000000000000000017bc_0",3463787.5,3528962.5,19757,"UK",67,6310,396334,6407,6577,985613,7176,1543425,9664,17149,39893,3231,47540,127058,5420,38,185.08876,403.78186,599.05084,799.37585,100.90453,1056.4424,0,3,1370,7,23,47,0,71,127,0,248,0,297,0,490,1,781,1,1047,1,1215,0,0,0,2,0,0,0,96,"Dependent on a neighbouring counted link",498,46528,2922227,47246,48496,7267058,52909,11378826,71258,126448,294142,23828,350522,936822,39963,61,1009,94187,5994465,95641,98172,14794937,107105,23117254,144247,255969,595430,48236,709560,1896623,80898,0,0,0,0,0,0,0,0,1804,10,32,64,0,102,192,0,407,0,506,0,763,0,1074,0,1354,0,1639,2.8722353,45,120,195,275,15,360,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.2047894168340263,54.16031729685664]}",0,0,0,0,0,0,0,0,0,0,44.7688,234.83856,363.2901,521.2605,"highway","rural"
"00000000000000001384_0",3493977.5,3414147.5,3247,"UK",550,9182,1136692,13126,18262,1470529,28122,2020305,65666,116916,342445,2065,396373,675540,6265,31,0,0,948.3352,1327.8948,0,1646.9197,2,107,2079,128,156,179,5,199,226,15,324,26,388,41,534,54,730,67,1094,78,1388,0,0,0,0,0,0,0,0,"Manual count",4056,67704,8380983,96780,134653,10842412,207354,14895984,484166,862038,2524894,15231,2922511,4980850,46194,2458,8211,137054,16965554,195912,272578,21948204,419745,30238107,980095,1745018,5111123,30832,5916015,10082694,93512,0,0,141.9801,244.99266,0,346.94128,5,173,3209,195,234,261,13,277,297,28,297,45,342,68,509,88,856,108,1506,132,2046,1.622742,0,0,35,280,0,610,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.443907366173833,53.19512249461749]}",2,48,93.4255,206.45535,408.17993,561.97943,719.455516,1227.16313,31.018337,352.19583,1184.4697,2508.3848,4611.4966,6538.581,"localA","urban"
"00000000000000001473_0",3413317.5,3235032.5,701,"UK",1900,25844,384179,29992,39238,865019,55205,1585721,75300,90477,161291,15626,179887,285258,23877,11,0,0,0,0,0,0,3,213,4465,295,475,624,9,730,1020,21,1637,35,1924,57,2661,79,3317,104,3845,137,4177,0,1,0,0,0,32,0,0,"Manual count",14012,190556,2832609,221136,289310,6377908,407040,11691741,555201,667102,1189222,115217,1326331,2103249,176053,5559,28366,385742,5734027,447644,585648,12910745,823968,23667492,1123890,1350409,2407332,233233,2684882,4257591,356383,0,0,0,0,0,485.7486,5,236,7003,296,409,523,13,617,906,29,1662,48,2090,76,3078,105,4378,137,5619,174,6440,0.28734455,0,0,0,0,0,130,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.14978042336349,51.48721543709174]}",0,0,0,0,217.22899,706.82776,1392.30657,1869.5556,177.3864,420.51572,2160.4207,4428.9834,7715.16,10506.314,"residential","urban"
"00000000000000002dd6_0",4299942.5,2621007.5,1625.0904109589,"CH",15,261,147074,314,933,1036071,1222,1651553,4531,6057,10580,60,13616,49077,100,1271,0,0,0,0,0,0,0,6,134,7,8,8,0,8,9,0,10,0,14,0,28,1,37,1,50,3,57,0,0,0,0,0,0,0,0,"Automatic counter",170,2946,1461994,3535,10501,9029811,13763,14766694,51008,68179,114666,682,142826,469063,1131,260,322,5569,2625546,6684,19852,15338229,26018,25218891,96424,128884,213521,1290,264688,841260,2139,0,0,0,0,0,0,0,18,368,24,29,29,0,29,29,0,29,0,34,0,83,0,83,3,117,9,132,10.924576,0,0,40,85,0,130,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.724923983942071,46.702115731563424]}",2,80,93.09576,205.02557,555.06506,982.698,1180.0437,1419.8103,0,0,0,0,0,0,"localA","rural"
"00000000000000001dd0_0",3528582.5,3152787.5,133436,"UK",492,30772,677442,34315,42321,1579741,54352,2285213,77546,88852,144398,11915,165864,299579,22733,35,382.27762,816.3401,1174.099,1609.8923,184.86513,2047.5984,2,50,4587,62,106,171,4,217,326,9,713,12,983,17,1556,22,2122,28,2698,36,3271,0,0,0,4,0,0,0,112,"Manual count",3631,226888,4994873,253014,312042,11618986,400749,16660930,571758,655121,1064667,87855,1222942,2208838,167618,2235,7352,459289,10111080,512176,631664,23522725,811233,33743063,1157406,1326157,2155198,177845,2475593,4471333,339308,0,0,0,0,0,0,4,116,9583,145,223,338,10,457,778,20,1617,33,2147,47,3217,61,4299,74,5525,88,6853,1.1483516,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.3239824542785648,50.93276574856481]}",0,0,0,0,258.18677,520.994,757.2611,1273.3456,0,63.52536,1031.7766,1909.0823,3109.7537,3713.455,"highway","urban"
"00000000000000000335_0",4126897.5,3077432.5,52351,"DE",143,11924,609171,16454,25222,1162026,37705,2039583,54438,83330,142347,3902,168839,336407,7589,73,626.65735,1196.9543,1791.005,2780.7686,345.4956,4922.4253,0,71,3992,102,160,215,0,239,328,0,694,2,933,8,1346,13,1677,20,2175,31,2618,0,0,0,2,0,0,0,130,"Automatic counter",2021,167571,8265906,231226,354447,14329658,529859,22503314,765008,1171011,2000350,54833,2372633,4726450,106655,58,3785,313804,15495532,433008,663759,27045820,992247,42905007,1432600,2192906,3745975,102685,4443134,8849288,199730,0,0,0,0,0,0,0,77,7199,119,208,282,0,330,496,0,1285,2,1737,12,2400,21,3137,31,4010,42,4845,1.146352,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.24751183362442,50.77562718316265]}",0,0,0,0,0,0,0,0,0,0,0,0,492.47253,1921.7339,"highway","urban"
"000000000000000006b9_0",3484772.5,2467327.5,110976,"FR",1238,57731,198096,65090,73177,345115,85284,639630,90907,97615,126380,19449,135145,161456,41214,17,945.81104,2455.4805,3480.1558,4111.425,283.1981,4708.953,3,131,8886,180,290,429,7,550,840,17,1585,31,2016,46,3082,60,4191,75,5204,92,6329,0,0,0,3,0,0,0,90,"Automatic counter",5982,278843,956808,314386,353448,1666909,411924,3062929,439084,471482,610419,93942,652752,779834,199065,865,12386,577316,1980969,650903,731778,3451158,852845,6333157,909078,976154,1263809,194497,1351454,1614565,412144,0,0,0,0,0,0,4,221,14452,312,522,773,10,989,1473,20,2696,34,3411,56,4830,78,6335,102,7852,137,10090,1.2769132,0,95,325,695,0,995,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.5867115599158529,44.782810032408214]}",0,0,0,50.011726,730.2768,1320.6968,1880.147,2714.6958,0,0,84.60771,1039.158,2097.5781,3967.213,"highway","urban"
"000000000000000007ec_0",3755122.5,2771412.5,5710,"FR",18,1850,300079,2284,3193,1514617,6821,1874511,9637,14187,55764,544,63671,118419,1514,130,0,0,0,0,0,0,0,4,639,4,5,7,0,7,11,1,49,2,75,2,151,3,233,3,341,4,426,2,0,0,0,70,0,0,0,"Automatic counter",87,8936,1449385,11036,15423,7315604,32945,9053888,46548,68525,269344,2628,307535,571965,7316,40,181,18503,3000798,22850,31932,15146179,68210,18745111,96373,141874,557650,5442,636719,1184194,15147,192.0673,405.16547,585.2384,803.8854,84.85143,1025.4313,0,0,1334,0,0,0,0,0,0,0,145,0,231,0,431,0,609,0,906,0,1091,2.3162994,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.4362551884366215,47.79552930756363]}",0,0,0,0,0,0,0,0,0,0,69.634285,508.5299,1043.1912,1721.4272,"primary","rural"
"0000000000000000270f_0",3569537.5,3137627.5,1142,"UK",220,8396,1033830,9254,13598,1517318,21259,2220229,39415,58611,134818,2168,175574,441457,5628,23,0,489.84433,1086.6683,1629.8246,0,2080.9521,1,32,1674,38,51,56,3,62,78,7,138,11,226,16,485,22,681,27,885,29,1174,0,1,0,0,0,0,0,0,"Manual count",1623,61912,7622567,68231,100263,11160020,156749,15826255,290613,432149,994036,15991,1294531,3254924,41501,2364,3287,125328,15430299,138120,202963,22593531,317307,32084567,588287,874796,2012219,32371,2620510,6588917,84012,0,0,0,0,0,0,5,68,3108,68,68,68,11,68,68,20,110,30,255,44,727,53,1151,63,1540,68,2073,0.5741134,0,0,0,35,0,60,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.7152480694961164,50.853570961191565]}",0,0,0,125.00891,336.87524,913.7007,1509.5144,1703.7612,161.04236,536.81213,1468.946,2643.0996,4782.5977,6563.215,"residential","urban"
"00000000000000002646_0",3518177.5,3684507.5,5141,"UK",423,2053,257494,2283,2519,467441,3118,578336,5667,6470,39130,1141,51204,106599,1495,121,0,0,0,0,0,0,2,88,450,101,115,120,7,126,156,16,194,26,213,38,232,48,257,57,286,68,334,0,0,0,0,0,0,0,0,"Manual count",3122,15144,1898538,16833,18576,3446508,22989,4264155,41786,47710,288515,8419,377536,785970,11025,2560,6320,30656,3843248,34076,37605,6976790,46538,8702184,84589,96579,584039,17044,764244,1591033,22319,208.62375,642.0416,1055.1101,1416.249,79.630356,1740.0587,0,132,1093,150,180,207,3,227,287,13,409,26,457,43,517,62,612,81,707,100,823,5.217675,0,160,325,485,0,555,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.8138487083243535,55.61945525763758]}",2,48,59.913414,105.98653,436.87948,972.21551,1526.63562,2128.89195,62.72101,117.0986,573.2589,1510.5349,3478.15,5886.4404,"localA","urban"
"00000000000000001771_0",3544027.5,3313532.5,48976,"UK",507,25416,844192,30723,40623,2306148,52873,3283144,74338,112219,291314,8445,342357,577786,18586,77,845.64087,2145.1729,3169.9683,4165.8584,341.21732,4929.954,2,85,4213,114,174,240,6,312,441,12,818,19,1032,26,1522,35,2028,46,2684,55,3259,0,0,0,2,0,0,0,94,"Dependent on a neighbouring counted link",3740,187398,6224345,226527,299520,17003539,389844,24207063,548107,827412,2147899,62267,2524244,4260094,137042,388,7571,379349,12599889,458557,606316,34420120,789158,49002152,1109530,1674924,4347974,126047,5109807,8623673,277414,0,0,0,0,0,0,5,109,7118,137,194,234,10,276,459,18,1178,26,1557,36,2405,46,3354,57,4197,72,5256,2.5667543,0,20,80,160,0,200,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.4644954084312336,52.378802801773915]}",0,0,0,0,385.37962,1188.37303,1617.70724,2039.45985,0,23.304918,197.26285,406.21146,1327.8367,2581.273,"highway","urban"
